Epoch,Train Loss,Val Loss,L2 Loss,L2 Std,L2 Max Outlier
535,0.0001148,0.0003964,4.472,8.654,72.12
536,0.0001157,0.0003977,4.154,7.499,74.95
537,0.0001154,0.0003997,5.045,9.823,79.2
538,0.0001177,0.0003925,4.518,8.637,79.2
539,0.0001154,0.0004006,4.172,8.63,83.44
540,0.0001143,0.0004007,4.31,7.911,72.12
541,0.0001125,0.0003991,3.84,6.385,73.54
542,0.0001163,0.0003975,4.419,9.6,84.85
543,0.0001125,0.0004029,4.246,7.446,73.54
544,0.0001182,0.0003984,4.518,8.942,82.02
545,0.0001145,0.0003971,4.313,7.41,69.3
546,0.0001145,0.0004022,4.837,9.484,82.02
547,0.0001158,0.0003969,4.614,9.182,77.78
548,0.0001181,0.0003972,4.72,9.961,82.02
549,0.0001127,0.0003965,4.091,7.178,83.44
550,0.0001109,0.0003959,4.66,9.577,84.85
551,0.0001159,0.0003958,4.027,6.354,57.98
552,0.0001114,0.0004003,4.426,8.396,80.61
553,0.0001123,0.000397,4.363,8.068,83.44
554,0.0001153,0.0003931,4.472,8.716,83.44
555,0.0001182,0.0003972,4.267,8.233,79.2
556,0.0001122,0.0003995,4.586,9.278,86.27
557,0.0001137,0.000399,4.423,8.122,77.78
558,0.000113,0.0004001,4.282,8.095,70.71
559,0.0001173,0.0003968,4.656,8.548,80.61
560,0.0001143,0.0003915,4.522,9.449,80.61
561,0.000112,0.000399,4.561,10.06,83.44
562,0.0001173,0.0004009,4.175,7.645,69.3
563,0.0001183,0.0004007,4.274,8.372,77.78
564,0.0001147,0.0004017,4.458,8.957,82.02
565,0.0001141,0.0003999,4.041,6.04,55.15
566,0.0001136,0.0003972,4.402,8.881,77.78
567,0.0001153,0.0003972,4.564,9.173,83.44
568,0.0001158,0.0004003,4.773,10,79.2
569,0.0001149,0.0004038,4.865,9.782,83.44
570,0.0001171,0.0003949,4.144,7.365,82.02
571,0.0001164,0.0003958,4.2,8.452,83.44
572,0.0001171,0.000398,4.55,9.15,83.44
573,0.0001158,0.0004006,4.511,9.421,84.85
574,0.0001156,0.0004017,4.43,8.656,77.78
575,0.0001149,0.0004028,4.391,8.666,76.37
576,0.0001112,0.0004029,4.61,8.571,74.95
577,0.0001174,0.0003983,4.356,8.042,72.12
578,0.0001156,0.0003964,4.632,8.997,77.78
579,0.0001154,0.0003969,4.536,8.596,73.54
580,0.0001142,0.0003953,4.511,8.79,73.54
581,0.0001157,0.0003998,4.243,7.738,72.12
582,0.0001181,0.0003951,4.108,8.026,82.02
583,0.0001159,0.0004041,4.642,9.586,84.85
584,0.0001086,0.0004016,4.826,9.331,73.54
585,0.000114,0.0004003,4.487,9.004,82.02
586,0.0001134,0.0003982,4.822,9.325,84.85
587,0.0001154,0.0003969,4.193,7.633,83.44
588,0.0001155,0.0003947,5.024,10.13,83.44
589,0.0001169,0.0003989,4.663,9.155,83.44
590,0.0001141,0.000398,4.122,8.324,83.44
591,0.0001118,0.0004004,4.812,9.688,79.2
592,0.0001135,0.0004017,4.409,7.77,83.44
593,0.000114,0.0004067,4.462,8.546,82.02
594,0.0001154,0.0003991,4.013,6.402,57.98
595,0.0001203,0.0003946,4.398,8.023,82.02
596,0.0001151,0.0003978,4.366,7.136,60.81
597,0.0001168,0.0003991,4.2,7.458,79.2
598,0.000113,0.000397,4.236,8.031,82.02
599,0.0001156,0.0003971,3.716,6.022,83.44
600,0.0001156,0.0003979,4.48,8.935,77.78
601,0.0001159,0.0003996,4.738,9.5,83.44
602,0.0001164,0.0003959,4.366,9.175,79.2
603,0.0001175,0.000402,4.755,9.466,80.61
604,0.0001149,0.0003955,4.373,8.129,77.78
605,0.0001139,0.0003973,4.246,7.879,74.95
606,0.0001113,0.0003992,4.791,9.83,83.44
607,0.0001165,0.000398,4.706,9.008,83.44
608,0.0001159,0.0003977,4.448,8.503,74.95
609,0.0001183,0.0004013,4.43,8.798,79.2
610,0.0001174,0.0004012,4.349,7.611,60.81
611,0.0001196,0.0004004,4.165,7.938,77.78
612,0.0001118,0.0004019,4.041,7.49,67.88
613,0.0001132,0.0004006,4.43,9.136,82.02
614,0.0001182,0.0003972,4.518,9.563,83.44
615,0.0001127,0.0003974,4.352,8.693,77.78
616,0.0001147,0.0004034,4.49,8.817,83.44
617,0.0001161,0.0003917,4.444,9.136,83.44
618,0.0001138,0.0004001,5.243,11.39,83.44
619,0.0001168,0.0004014,4.299,8.273,77.78
620,0.0001148,0.0003951,4.416,9.03,83.44
621,0.0001199,0.0003967,4.434,9.083,83.44
622,0.000115,0.0003941,4.437,8.464,79.2
623,0.000117,0.0003987,4.2,8.105,83.44
624,0.0001137,0.0003954,3.949,7.331,84.85
625,0.0001121,0.0003983,4.688,9.28,82.02
626,0.0001156,0.0003983,4.419,8.865,83.44
627,0.000114,0.0003991,3.836,7.303,83.44
628,0.0001137,0.0003989,4.214,7.626,74.95
629,0.0001167,0.0003987,4.299,8.366,80.61
630,0.000115,0.0004005,4.313,8.65,77.78
631,0.0001122,0.0003987,4.073,7.676,83.44
632,0.0001146,0.0003965,4.317,8.031,79.2
633,0.0001152,0.0003992,4.119,6.532,60.81
634,0.0001163,0.0003979,5.013,9.996,83.44
635,0.0001155,0.0003986,4.094,7.771,77.78
636,0.000112,0.0003933,4.515,8.817,83.44
637,0.0001158,0.0003985,4.688,9.587,74.95
638,0.0001128,0.0003976,4.522,8.839,69.3
639,0.0001143,0.0003943,4.582,9.09,80.61
640,0.0001161,0.000393,3.815,6.618,80.61
641,0.0001129,0.0003899,3.999,7.834,84.85
642,0.0001178,0.0003958,3.836,6.589,63.64
643,0.0001135,0.0003988,4.964,10.23,82.02
644,0.0001153,0.0003993,4.405,8.729,77.78
645,0.0001136,0.0003968,4.678,8.457,70.71
646,0.0001141,0.0003996,3.864,6.452,60.81
647,0.0001161,0.0004003,4.186,7.911,83.44
648,0.000116,0.000401,3.783,6.317,74.95
649,0.0001146,0.000399,4.561,8.714,83.44
650,0.0001157,0.0004001,4.441,9.342,82.02
651,0.000114,0.0004061,4.918,9.473,83.44
652,0.0001164,0.0003936,3.939,7.28,79.2
653,0.0001178,0.0003997,4.381,8.392,77.78
654,0.0001159,0.000395,4.501,8.459,82.02
655,0.0001159,0.0003935,4.465,8.47,82.02
656,0.0001155,0.0004013,4.317,8.138,77.78
657,0.0001104,0.0004021,4.557,8.789,79.2
658,0.0001142,0.0003987,4.388,8.01,80.61
659,0.000115,0.0003985,4.313,7.988,74.95
660,0.0001116,0.0004046,4.497,8.946,82.02
661,0.000118,0.0003965,4.193,7.968,73.54
662,0.000116,0.000393,3.953,7.644,84.85
663,0.0001122,0.0004005,4.207,7.861,79.2
664,0.0001173,0.0003972,4.062,7.09,77.78
665,0.0001164,0.0003966,4.352,8.389,82.02
666,0.0001159,0.0003964,4.713,9.295,77.78
667,0.0001147,0.000396,4.419,8.338,83.44
668,0.0001147,0.0003978,4.441,8.576,72.12
669,0.0001164,0.0003988,4.695,9.41,82.02
670,0.000115,0.0004015,3.949,6.753,82.02
671,0.0001185,0.0003984,4.158,7.431,76.37
672,0.0001165,0.0004004,4.448,8.533,73.54
673,0.0001154,0.0003974,4.296,8.182,82.02
674,0.0001137,0.0003985,4.175,7.434,83.44
675,0.0001144,0.000396,4.25,8.185,77.78
676,0.0001146,0.0003933,5.035,10.2,84.85
677,0.0001199,0.0003935,3.861,7.007,66.47
678,0.0001122,0.0003939,4.239,8.486,83.44
679,0.0001124,0.0003973,4.419,8.734,77.78
680,0.0001157,0.0003973,4.006,7.176,72.12
681,0.0001162,0.0003997,4.299,7.639,82.02
682,0.0001117,0.0003956,3.85,5.798,52.33
683,0.0001124,0.0003985,3.935,6.388,74.95
684,0.0001164,0.0003973,4.861,9.515,74.95
685,0.000117,0.0004012,4.059,7.367,72.12
686,0.0001123,0.0003951,3.928,7.108,70.71
687,0.0001179,0.0003958,4.741,8.984,83.44
688,0.0001179,0.0004009,4.377,8.617,82.02
689,0.0001171,0.0004026,4.271,7.748,74.95
690,0.0001139,0.0003988,4.78,9.882,82.02
691,0.0001178,0.000398,4.391,7.93,69.3
692,0.0001186,0.0003974,4.476,8.72,79.2
693,0.0001117,0.0003998,4.324,8.479,73.54
694,0.0001155,0.0003919,3.649,5.949,66.47
695,0.0001125,0.0003957,4.974,9.9,79.2
696,0.0001167,0.0004001,4.61,8.111,67.88
697,0.0001145,0.0003935,4.476,8.605,73.54
698,0.0001169,0.0003964,3.921,7.687,80.61
699,0.0001178,0.0004051,4.221,7.104,73.54
700,0.0001139,0.0003951,4.243,7.958,77.78
701,0.0001171,0.0003966,4.105,7.834,83.44
702,0.0001141,0.0003934,4.243,8.183,80.61
703,0.0001161,0.0003975,4.232,8.55,83.44
704,0.000119,0.0004007,4.547,9.061,82.02
705,0.0001141,0.0003998,4.568,9.181,77.78
706,0.0001163,0.000401,4.147,8.252,80.61
707,0.0001147,0.0003968,4.285,8.225,76.37
708,0.0001128,0.000404,4.681,8.847,82.02
709,0.0001179,0.0003952,4.186,8.609,79.2
710,0.0001165,0.0003974,4.069,7.864,84.85
711,0.0001155,0.0003981,4.529,9.185,82.02
712,0.0001157,0.0003965,4.547,8.529,80.61
713,0.0001155,0.000401,4.448,9.035,83.44
714,0.000114,0.0004026,4.296,8.515,77.78
715,0.0001145,0.000401,4.886,9.904,83.44
716,0.0001136,0.0004007,4.515,8.534,80.61
717,0.0001146,0.0003985,4.405,8.137,83.44
718,0.0001148,0.0003956,4.356,7.735,74.95
719,0.0001146,0.000398,5.028,10.22,83.44
720,0.0001162,0.000394,4.391,8.509,74.95
721,0.0001157,0.0003975,4.685,8.935,82.02
722,0.0001116,0.0003987,4.416,8.88,83.44
723,0.0001164,0.0003951,4.14,7.426,77.78
724,0.0001193,0.000401,4.271,7.79,76.37
725,0.0001151,0.0004013,4.317,7.703,76.37
726,0.0001169,0.0003951,3.882,7.384,84.85
727,0.0001119,0.0003986,4.847,9.72,82.02
728,0.0001163,0.0003972,4.798,9.432,84.85
729,0.0001163,0.000396,4.052,7.894,80.61
730,0.0001138,0.0003932,4.112,7.285,83.44
731,0.000116,0.0003987,4.43,9.362,82.02
732,0.000116,0.0003984,4.186,7.809,77.78
733,0.0001129,0.0004035,4.356,7.689,73.54
734,0.0001167,0.0003979,4.084,8.321,82.02
735,0.0001152,0.000398,3.953,6.673,52.33
736,0.0001133,0.0003964,4.073,7.525,76.37
737,0.0001118,0.0004029,4.359,7.65,65.05
738,0.0001114,0.0003962,4.338,8.242,80.61
739,0.0001182,0.0003962,4.533,9.668,83.44
740,0.0001143,0.0003929,4.08,7.423,77.78
741,0.0001154,0.0003951,4.409,8.207,83.44
742,0.0001151,0.0003988,4.533,9.337,84.85
743,0.0001176,0.0003994,4.635,8.992,83.44
744,0.0001156,0.0003955,4.617,9.329,80.61
745,0.0001162,0.0004028,4.48,8.325,70.71
746,0.0001179,0.0004004,4.274,8.412,74.95
747,0.0001115,0.0003936,3.935,7.749,83.44
748,0.0001187,0.0003938,4.419,8.431,83.44
749,0.0001162,0.0003959,4.628,9.078,77.78
750,0.0001162,0.0004063,4.501,9.032,82.02
751,0.0001121,0.0003952,4.547,9.333,77.78
752,0.0001139,0.0004019,4.48,8.457,79.2
753,0.0001177,0.0003994,4.801,9.31,83.44
754,0.0001157,0.000397,4.398,8.254,82.02
755,0.0001158,0.0004002,4.377,9.084,80.61
756,0.0001157,0.000405,4.257,7.411,73.54
757,0.0001163,0.0003956,4.373,8.789,79.2
758,0.0001152,0.0003988,4.458,8.374,84.85
759,0.0001159,0.0003957,4.267,8.601,82.02
760,0.0001171,0.0003956,4.504,7.954,63.64
761,0.0001171,0.0003986,4.72,9.475,83.44
762,0.0001158,0.0003997,4.49,9.094,83.44
763,0.0001159,0.0003996,4.296,8.156,83.44
764,0.0001127,0.0004017,4.504,8.58,83.44
765,0.000115,0.0003956,4.214,8.184,82.02
766,0.0001139,0.0003985,4.023,6.892,84.85
767,0.0001166,0.0003989,4.373,8.966,83.44
768,0.0001082,0.0004013,4.398,8.701,84.85
769,0.0001151,0.0004047,4.412,7.877,69.3
770,0.0001138,0.0003911,4.25,7.854,84.85
771,0.0001163,0.0003964,4.727,9.5,84.85
772,0.0001149,0.0004011,4.179,8.081,82.02
773,0.0001199,0.0003958,4.522,9.336,83.44
774,0.0001176,0.000398,4.441,8.461,83.44
775,0.0001143,0.0004019,4.402,8.626,73.54
776,0.0001154,0.0003975,4.589,8.617,76.37
777,0.000116,0.0003967,4.278,7.609,83.44
778,0.0001191,0.0003951,4.26,8.362,82.02
779,0.0001173,0.0003946,4.444,9.732,79.2
780,0.0001133,0.0003982,4.175,7.877,77.78
781,0.0001163,0.000402,3.811,6.105,59.4
782,0.0001154,0.0003959,4.515,8.153,70.71
783,0.0001175,0.0004036,4.557,9.217,83.44
784,0.0001143,0.0003989,3.758,7.126,83.44
785,0.000115,0.0003994,4.543,9.125,82.02
786,0.0001202,0.0003956,3.9,7.49,73.54
787,0.0001145,0.0004039,4.423,8.342,72.12
788,0.0001157,0.0003968,4.282,8.059,80.61
789,0.0001142,0.0003987,5.038,9.563,77.78
790,0.0001145,0.0003968,4.126,8.826,83.44
791,0.0001156,0.0003966,4.412,8.785,83.44
792,0.0001137,0.0003921,4.154,8.124,82.02
793,0.0001182,0.0003993,4.091,7.751,82.02
794,0.0001149,0.0003962,4.186,8.49,73.54
795,0.0001128,0.0003965,4.154,7.74,83.44
796,0.0001179,0.0003967,4.423,8.458,83.44
797,0.0001149,0.0003973,4.794,9.333,83.44
798,0.0001112,0.0003969,4.133,7.353,72.12
799,0.0001151,0.0004042,4.426,8.642,67.88
800,0.000115,0.0003984,4.165,7.161,70.71
801,0.0001139,0.0003968,4.49,8.147,73.54
802,0.0001197,0.000394,4.448,8.344,82.02
803,0.0001129,0.0003994,4.808,9.343,82.02
804,0.0001135,0.0003995,5.017,10.05,84.85
805,0.0001179,0.0003955,4.525,9.229,74.95
806,0.0001159,0.0003996,4.582,10.01,83.44
807,0.0001138,0.0003953,4.183,8.655,80.61
808,0.0001134,0.0003973,4.013,7.018,67.88
809,0.000114,0.0003962,4.37,8.834,83.44
810,0.0001156,0.0003975,4.451,8.457,83.44
811,0.0001131,0.000399,4.663,9.113,76.37
812,0.0001123,0.0003968,4.663,9.166,83.44
813,0.0001146,0.0004009,4.982,9.44,80.61
814,0.0001152,0.0003925,4.808,9.068,79.2
815,0.0001137,0.0003982,4.168,8.415,82.02
816,0.0001156,0.0003958,4.19,8.28,83.44
817,0.000114,0.0003982,4.419,8.833,82.02
818,0.0001177,0.0004014,4.603,9.582,82.02
819,0.0001132,0.0003968,4.285,8.21,83.44
820,0.0001119,0.0004014,4.112,7.176,76.37
821,0.0001118,0.0003952,4.529,8.329,74.95
822,0.0001143,0.0003974,4.359,8.157,79.2
823,0.0001146,0.0004001,4.204,7.165,59.4
824,0.0001137,0.0003948,4.363,8.274,74.95
825,0.0001144,0.0003991,4.119,7.504,83.44
826,0.0001152,0.0003994,4.278,7.542,72.12
827,0.0001184,0.0003955,4.709,9.619,77.78
828,0.0001165,0.0003963,4.533,9.486,83.44
829,0.0001186,0.000397,4.621,8.602,76.37
830,0.0001141,0.0003987,4.487,8.845,83.44
831,0.0001171,0.0003996,4.027,7.677,83.44
832,0.0001161,0.0003989,4.246,8.529,70.71
833,0.0001162,0.0003991,4.264,8.113,82.02
834,0.0001166,0.0004026,4.402,7.922,77.78
835,0.000114,0.0003933,4.738,9.662,83.44
836,0.0001147,0.0004001,4.607,9.806,83.44
837,0.0001153,0.0003992,3.946,7.62,83.44
838,0.0001141,0.0003983,4.087,7.549,83.44
839,0.0001188,0.0004,4.794,9.169,82.02
840,0.0001112,0.0004029,4.151,7.074,69.3
841,0.0001137,0.0004015,4.055,7.454,77.78
842,0.0001163,0.0003958,4.921,10.23,77.78
843,0.0001126,0.0003967,4.596,9.403,84.85
844,0.0001142,0.0003982,4.656,9.883,83.44
845,0.0001128,0.0003994,4.366,8.267,80.61
846,0.0001099,0.0003932,4.168,8.143,83.44
847,0.0001106,0.0004,4.727,8.408,70.71
848,0.0001153,0.000398,4.027,7.299,67.88
849,0.0001142,0.0003958,4.395,8.385,76.37
850,0.0001147,0.0004004,4.356,8.532,76.37
851,0.0001153,0.0003951,4.536,9.034,79.2
852,0.0001141,0.0004005,4.497,8.835,83.44
853,0.0001172,0.0003965,4.274,8.717,82.02
854,0.0001126,0.0004027,4.568,9.398,74.95
855,0.0001141,0.0004044,4.911,9.559,83.44
856,0.0001146,0.0004009,4.716,8.847,77.78
857,0.0001131,0.0004052,5.197,10.21,77.78
858,0.0001131,0.0003992,3.942,7.224,84.85
859,0.0001139,0.0003985,3.896,7.295,82.02
860,0.0001171,0.0003965,4.395,8.114,77.78
861,0.0001156,0.0004008,4.646,8.904,79.2
862,0.0001157,0.0003975,3.924,7.025,80.61
863,0.0001133,0.000401,4.49,9.002,79.2
864,0.0001118,0.0003977,4.221,7.825,74.95
865,0.0001155,0.0004007,3.999,7.372,72.12
866,0.0001147,0.0003973,4.554,9.359,83.44
867,0.000112,0.0003995,4.207,8.434,83.44
868,0.0001171,0.0003997,4.363,7.946,77.78
869,0.0001139,0.0004022,4.034,7.255,77.78
870,0.000112,0.0004058,4.883,9.233,73.54
871,0.0001211,0.0004,4.214,8.263,84.85
872,0.0001142,0.0003971,4.381,9.086,82.02
873,0.000116,0.0003951,4.437,8.5,83.44
874,0.0001156,0.0003997,5.218,10.07,84.85
875,0.0001148,0.0003976,4.628,8.963,83.44
876,0.0001159,0.0003923,4.031,7.781,73.54
877,0.0001134,0.0004008,4.557,8.742,82.02
878,0.0001163,0.0003957,4.207,8.638,77.78
879,0.0001138,0.0003998,4.593,9.355,79.2
880,0.0001114,0.0003981,4.239,8.18,77.78
881,0.0001151,0.0003976,4.094,8.042,83.44
882,0.0001121,0.0003935,4.458,8.987,83.44
883,0.0001149,0.0003953,4.405,8.465,82.02
884,0.000115,0.0004005,4.236,8.028,83.44
885,0.0001171,0.0003958,3.723,6.532,83.44
886,0.000115,0.000396,4.66,9.508,83.44
887,0.0001152,0.0003957,4.126,7.772,83.44
888,0.000116,0.0003957,3.85,6.275,69.3
889,0.0001147,0.0004005,3.84,7.128,73.54
890,0.0001158,0.0003961,4.335,8.142,82.02
891,0.0001139,0.0003972,4.228,7.977,82.02
892,0.000113,0.0003996,3.864,5.621,50.91
893,0.0001158,0.0003945,4.547,8.172,74.95
894,0.0001147,0.0003984,4.324,8.141,83.44
895,0.0001163,0.0003981,3.797,6.991,83.44
896,0.0001135,0.0003942,4.183,7.457,76.37
897,0.0001131,0.0003954,4.289,7.956,80.61
898,0.0001133,0.0003941,4.359,7.891,80.61
899,0.0001146,0.0004019,4.487,8.743,83.44
900,0.0001173,0.0003951,4.667,9.653,84.85
901,0.0001171,0.0003959,3.974,7.689,79.2
902,0.0001137,0.000399,4.483,8.168,74.95
903,0.0001125,0.0003989,4.342,8.407,70.71
904,0.0001175,0.0003993,4.451,9.006,84.85
905,0.0001137,0.0003982,4.274,8.257,77.78
906,0.0001183,0.0004005,4.359,9.116,82.02
907,0.0001149,0.0003937,4.72,9.894,83.44
908,0.0001164,0.0003952,4.306,7.874,72.12
909,0.0001154,0.0003958,3.963,6.526,60.81
910,0.0001161,0.0004013,4.112,7.813,83.44
911,0.0001148,0.000396,4.239,7.742,82.02
912,0.0001183,0.0004021,4.416,8.999,80.61
913,0.0001178,0.0003935,4.571,8.908,82.02
914,0.000113,0.0003975,4.232,8.216,79.2
915,0.0001149,0.0003973,4.2,7.466,83.44
916,0.0001136,0.0003929,4.342,8.3,83.44
917,0.0001161,0.0003975,4.186,8.374,82.02
918,0.0001118,0.0003938,4.013,7.833,82.02
919,0.0001158,0.0003982,4.734,9.815,82.02
920,0.0001121,0.0003988,4.37,8.956,82.02
921,0.000117,0.0004013,4.727,9.948,83.44
922,0.0001153,0.0003975,4.349,8.139,83.44
923,0.0001168,0.0003996,4.713,9,83.44
924,0.0001153,0.0003918,4.236,9.207,82.02
925,0.000117,0.0003957,4.419,9.051,83.44
926,0.0001116,0.0003959,4.769,9.695,83.44
927,0.0001128,0.0003997,4.292,7.844,76.37
928,0.000115,0.0003958,4.419,8.498,69.3
929,0.0001169,0.0004025,4.43,8.209,74.95
930,0.0001161,0.0004013,4.603,9.031,83.44
931,0.0001152,0.0003963,3.656,7.02,82.02
932,0.0001166,0.0004026,4.221,7.816,83.44
933,0.0001144,0.000399,4.25,7.08,76.37
934,0.0001146,0.000395,4.31,8.783,84.85
935,0.0001162,0.0003976,4.66,9.572,82.02
936,0.0001159,0.0003955,3.977,7.692,82.02
937,0.000115,0.0003934,4.607,9.911,83.44
938,0.0001114,0.0003984,4.023,8.228,84.85
939,0.0001155,0.0003922,3.974,7.084,82.02
940,0.0001154,0.0003953,4.727,9.622,80.61
941,0.0001144,0.0003973,4.388,9.048,80.61
942,0.0001175,0.0003964,3.935,8.151,80.61
943,0.0001144,0.0003969,4.165,7.828,74.95
944,0.0001137,0.0003987,4.183,7.803,83.44
945,0.0001148,0.0003959,4.179,7.862,82.02
946,0.000118,0.000396,4.469,9.065,83.44
947,0.0001175,0.0004037,4.395,8.298,77.78
948,0.0001157,0.0003948,4.289,8.76,83.44
949,0.00012,0.0003955,4.858,10.32,84.85
950,0.000116,0.0004012,4.72,9.891,86.27
951,0.0001149,0.0004007,4.43,9.254,80.61
952,0.0001107,0.0003991,4.674,8.723,77.78
953,0.0001164,0.0003916,4.246,8.277,83.44
954,0.0001141,0.0004018,3.942,6.619,72.12
955,0.0001151,0.0004008,4.292,8.661,83.44
956,0.0001135,0.0003989,4.381,8.805,83.44
957,0.0001113,0.0004008,4.501,9.515,77.78
958,0.0001127,0.0003944,4.073,8.357,83.44
959,0.0001171,0.000398,4.89,9.004,74.95
960,0.0001155,0.0003941,4.812,10.06,83.44
961,0.0001138,0.0003967,4.455,8.511,83.44
962,0.0001143,0.0003964,4.059,7.721,83.44
963,0.0001165,0.0004001,4.034,7.539,76.37
964,0.0001164,0.000401,4.568,8.905,82.02
965,0.0001125,0.0003965,4.61,9.22,82.02
966,0.000116,0.0003993,4.511,8.614,83.44
967,0.0001122,0.0003983,4.144,7.875,82.02
968,0.0001152,0.0003951,4.593,9.321,82.02
969,0.000112,0.000398,4.617,9.373,82.02
970,0.0001117,0.000398,4.299,8.14,76.37
971,0.0001146,0.0004022,4.547,8.837,80.61
972,0.0001188,0.0003971,4.027,8.106,82.02
973,0.0001131,0.0004012,4.801,9.631,79.2
974,0.0001164,0.0004013,4.989,10.24,84.85
975,0.0001144,0.0003976,4.458,8.347,77.78
976,0.000117,0.0003971,4.458,8.582,80.61
977,0.0001123,0.0004001,4.228,7.639,70.71
978,0.0001165,0.0003984,4.292,7.458,76.37
979,0.0001165,0.000399,4.349,7.831,76.37
980,0.0001165,0.0003991,4.352,8.167,83.44
981,0.0001182,0.0003956,4.639,9.897,80.61
982,0.000117,0.0003994,4.225,7.78,84.85
983,0.0001156,0.0003984,4.709,8.592,84.85
984,0.0001161,0.0003962,4.243,8.625,83.44
985,0.0001124,0.0003988,4.653,8.524,72.12
986,0.000118,0.0003993,4.685,9.284,74.95
987,0.0001111,0.0003972,4.398,8.402,83.44
988,0.000116,0.0004032,4.257,8.105,79.2
989,0.0001127,0.000397,4.225,8.159,77.78
990,0.0001143,0.0003994,4.674,9.609,79.2
991,0.0001131,0.0003978,4.522,9,82.02
992,0.0001144,0.0003959,4.221,7.668,82.02
993,0.000114,0.0003966,4.048,7.423,76.37
994,0.000118,0.0003986,4.165,7.494,82.02
995,0.0001143,0.0004014,4.144,8.395,84.85
996,0.0001118,0.0003952,4.416,8.613,80.61
997,0.0001125,0.0003982,4.854,9.38,83.44
998,0.0001164,0.0003958,4.497,8.621,77.78
999,0.000116,0.0003989,4.137,7.861,79.2
1000,0.000116,0.0003962,4.426,8.366,76.37
1001,0.0001163,0.0003944,4.769,9.628,84.85
1002,0.0001165,0.0003971,4.402,8.064,83.44
1003,0.0001142,0.000399,4.257,7.723,73.54
1004,0.0001156,0.0003974,4.472,9.084,74.95
1005,0.0001146,0.0003985,4.172,8.449,83.44
1006,0.0001128,0.0003992,4.069,6.961,59.4
1007,0.0001136,0.000395,3.992,7.302,82.02
1008,0.0001124,0.0003972,4.423,8.795,80.61
1009,0.0001179,0.0004016,4.533,8.919,73.54
1010,0.0001111,0.000397,4.642,9.543,80.61
1011,0.0001147,0.0003926,4.366,8.368,79.2
1012,0.0001138,0.000396,4.455,8.869,82.02
1013,0.0001171,0.0003987,4.483,9.782,83.44
1014,0.0001145,0.0003995,4.296,9.409,74.95
1015,0.0001135,0.0003938,4.678,8.676,72.12
1016,0.000116,0.0003971,4.487,9.167,83.44
1017,0.0001166,0.0003967,4.621,8.974,83.44
1018,0.0001178,0.0004012,4.557,8.745,72.12
1019,0.000116,0.0004003,3.97,6.971,82.02
1020,0.0001159,0.0003976,4.529,8.345,69.3
1021,0.0001142,0.000394,4.278,8.104,82.02
1022,0.0001126,0.0004032,4.087,7.186,66.47
1023,0.000115,0.0003956,4.271,8.152,82.02
1024,0.0001143,0.0004006,4.175,8.022,83.44
1025,0.0001132,0.0004002,4.568,8.559,83.44
1026,0.000114,0.000401,4.819,8.965,77.78
1027,0.0001144,0.0004046,4.448,8.358,84.85
1028,0.0001169,0.0003962,3.833,6.765,66.47
1029,0.000115,0.0003999,4.48,8.591,80.61
1030,0.000114,0.0004034,4.172,7.122,70.71
1031,0.0001166,0.000399,4.257,7.699,74.95
1032,0.0001172,0.0003975,4.543,8.359,77.78
1033,0.0001179,0.0003999,4.554,8.866,77.78
1034,0.000115,0.0004002,4.278,7.9,79.2
1035,0.0001173,0.0003985,4.593,9.078,84.85
1036,0.0001133,0.0003993,4.777,9.227,82.02
1037,0.0001135,0.0004014,4.434,9.022,73.54
1038,0.0001139,0.0004013,4.607,8.211,83.44
1039,0.0001155,0.0004036,4.218,8.033,76.37
1040,0.0001126,0.0003983,4.363,8.35,82.02
1041,0.0001124,0.0003973,4.016,7.827,82.02
1042,0.0001151,0.0003958,3.97,7.71,83.44
1043,0.0001149,0.0003983,4.091,7.425,62.23
1044,0.000116,0.0003997,4.586,9.278,84.85
1045,0.000115,0.000393,4.161,8.282,77.78
1046,0.0001117,0.0003932,4.193,7.117,73.54
1047,0.0001168,0.0003987,3.981,6.987,83.44
1048,0.0001167,0.000397,4.126,7.012,63.64
1049,0.0001134,0.0003983,4.448,8.508,84.85
1050,0.0001145,0.000406,4.494,8.345,77.78
1051,0.0001181,0.0004007,4.257,8.799,73.54
1052,0.000114,0.0003974,4.614,9.331,80.61
1053,0.0001166,0.0003968,4.274,8.499,82.02
1054,0.0001142,0.0003994,4.282,7.834,74.95
1055,0.0001177,0.0003971,4.292,7.863,69.3
1056,0.0001186,0.0004013,4.515,8.538,73.54
1057,0.0001123,0.0003936,4.253,7.712,82.02
1058,0.0001143,0.0003969,3.719,6.133,77.78
1059,0.0001137,0.0003974,4.582,8.788,84.85
1060,0.0001137,0.0003935,5.271,10.99,80.61
1061,0.0001158,0.0003926,4.214,7.268,72.12
1062,0.0001155,0.0003964,4.253,7.253,62.23
1063,0.0001116,0.0003966,4.699,10.3,82.02
1064,0.0001129,0.0003961,4.084,7.717,84.85
1065,0.000116,0.0003997,4.557,9.552,83.44
1066,0.0001157,0.0003964,3.985,8.288,82.02
1067,0.0001167,0.0003999,4.603,9.819,80.61
1068,0.0001162,0.0004003,4.494,8.551,76.37
1069,0.0001155,0.0003904,3.886,6.861,73.54
1070,0.0001139,0.0004018,4.214,8.387,82.02
1071,0.0001175,0.0004019,4.472,8.448,82.02
1072,0.0001153,0.0003957,4.755,8.331,74.95
1073,0.0001141,0.0004022,4.437,8.83,77.78
